"KN294145v1","72888","73183","JH378242","1241936","1242211","68","1169048"
"KN294172v1","3369398","3369681","JH378144","17558721","17559005","54","14189323"
"KN294172v1","3371023","3371304","JH378116","23648850","23649129","58","20277827"
"KN294172v1","3406128","3406392","JH378173","7582051","7582322","58","4175923"
"KN294172v1","3434069","3434378","JH378153","3171644","3171946","61","262425"
"KN294172v1","3470669","3470925","JH378148","12525276","12525529","57","9054607"
"KN294172v1","3514294","3514595","JH378157","633133","633437","46","2881161"
"KN294172v1","3574924","3575139","JH378168","5404669","5404872","53","1829745"
"KN294172v1","3576455","3576754","JH378137","3567399","3567695","57","9056"
"KN294172v1","3583141","3583426","JH378110","29931318","29931603","56","26348177"
"KN294172v1","3583438","3583755","JH378157","578800","579096","64","3004638"
"KN294172v1","3648546","3648853","JH378162","6168699","6169009","57","2520153"
"KN294172v1","3654654","3654951","JH378152","15587685","15587982","56","11933031"
"KN294172v1","3757769","3758066","JH378109","14390702","14390993","64","10632933"
"KN294172v1","3859726","3859878","JH378196","4730704","4730861","29","870978"
"KN294172v1","3862738","3863044","JH378157","326959","327267","45","3535779"
"KN294172v1","3876283","3876569","JH378212","2436323","2436608","57","1439960"
"KN294172v1","3894045","3894337","JH378157","292918","293194","52","3601127"
"KN294172v1","3895939","3896225","JH378166","2041708","2041995","52","1854231"
"KN294172v1","3899047","3899351","JH378166","9526309","9526612","51","5627262"
"KN294172v1","3915985","3916162","JH378212","4736099","4736273","36","820114"
"KN294172v1","3919522","3919645","JH378131","13783706","13783826","21","9864184"
"KN294172v1","3923388","3923663","JH378251","3134050","3134327","62","789338"
"KN294172v1","3945131","3945261","JH378135","14176832","14176961","26","10231701"
"KN294172v1","3963625","3963934","JH378176","11087570","11087879","64","7123945"
"KN294172v1","3965170","3965454","JH378144","17885756","17886038","59","13920586"
"KN294172v1","3976632","3976810","JH378110","8548203","8548376","38","4571571"
"KN294172v1","3979027","3979340","JH378141","16159464","16159763","65","12180437"
"KN294172v1","3993651","3993951","AGCE01150966","271","570","56","3993380"
"KN294172v1","4000110","4000347","JH378106","7717330","7717565","41","3717220"
"KN294172v1","4000648","4000722","JH378140","4501939","4502020","19","501291"
"KN294172v1","4005913","4006129","JH378291","2375897","2376108","49","1630016"
"KN294172v1","4014161","4014433","JH378117","17803550","17803828","57","13789389"
"KN294172v1","4016379","4016630","JH378109","14363216","14363464","58","10346837"
"KN294172v1","4049691","4049994","JH378127","10301764","10302067","52","6252073"
"KN294172v1","4114395","4114636","JH378224","475929","476163","52","3638466"
"KN294172v1","4147528","4147827","JH378157","74399","74689","47","4073129"
"KN294172v1","4169638","4169715","JH378196","3185928","3186002","19","983710"
"KN294172v1","4184828","4185114","JH378242","338275","338568","49","3846553"
"KN294172v1","4197611","4197691","JH378117","35701499","35701576","20","31503888"
"KN294172v1","4204692","4204976","JH378116","24310721","24311009","51","20106029"
"KN294172v1","4206513","4206814","JH378157","19931","20226","44","4186582"
"KN294172v1","4212661","4212963","JH378157","13192","13499","56","4199469"
"KN294172v1","4219399","4219700","JH378157","9055","9351","46","4210344"
"KN294172v1","4221755","4222037","JH378110","35842214","35842486","76","31620459"
"KN294172v1","4222940","4223245","JH378157","4700","5002","48","4218240"
"KN294172v1","4231328","4231627","JH378337","423598","423899","40","3807730"
"KN294172v1","4235062","4235451","JH378337","426430","426728","121","3808632"
"KN294172v1","4244163","4244463","JH378149","10321185","10321492","54","6077022"
"KN294172v1","4257773","4257883","JH378123","22328847","22328947","21","18071074"
"KN294172v1","4274438","4274735","JH378145","10641551","10641845","66","6367113"
"KN294172v1","4288991","4289129","JH378116","22498789","22498924","20","18209798"
"KN294172v1","4289422","4289577","JH378281","305219","305381","37","3984203"
"KN294172v1","4293670","4293978","JH378167","10054272","10054580","64","5760602"
"KN294172v1","4303344","4303429","JH378232","996825","996893","30","3306519"
"KN294172v1","4303730","4303870","JH378216","770994","771131","29","3532736"
"KN294172v1","4330063","4330384","JH378166","9526309","9526612","65","5196246"
"KN294172v1","4331609","4331875","JH378131","13475520","13475798","73","9143911"
"KN294172v1","4336248","4336548","JH378254","2014963","2015272","65","2321285"
"KN294172v1","4337124","4337264","JH378129","21790027","21790168","41","17452903"
"KN294172v1","4337588","4337708","JH378108","18180653","18180771","22","13843065"
"KN294172v1","4367380","4367705","JH378141","14240784","14241093","78","9873404"
"KN294172v1","4374977","4375281","JH378175","9216002","9216298","55","4841025"
"KN294172v1","4382706","4382995","JH378115","27192694","27192997","70","22809988"
"KN294172v1","4385268","4385548","JH378337","364970","365272","69","4020298"
"KN294172v1","4390304","4390647","JH378163","13437180","13437499","74","9046876"
"KN294172v1","4393493","4393815","AGCE01150804","70","409","81","4393423"
"KN294172v1","4401488","4401782","JH378337","547472","547768","56","3854016"
"KN294172v1","4406145","4406287","JH378167","12560084","12560222","24","8153939"
"KN294172v1","4424075","4424260","JH378133","10606428","10606608","53","6182353"
"KN294172v1","4436119","4436422","JH378187","4910174","4910470","58","474055"
"KN294172v1","4439295","4439608","JH378117","21384362","21384671","60","16945067"
"KN294172v1","4439845","4439947","JH378131","7412103","7412203","32","2972258"
"KN294172v1","4440682","4440708","JH378153","13754530","13754554","4","9313848"
"KN294172v1","4457530","4457772","JH378157","7112829","7113064","33","2655299"
"KN294172v1","4461425","4461582","JH378151","13440414","13440570","32","8978989"
"KN294172v1","4461959","4462067","JH378135","2928686","2928796","26","1533273"
"KN294172v1","4465450","4465727","JH378156","3418540","3418815","68","1046910"
"KN294172v1","4487696","4488003","JH378194","255134","255432","58","4232562"
"KN294172v1","4491742","4492026","JH378157","7155282","7155586","65","2663540"
"KN294172v1","4500612","4500883","JH378157","7165511","7165776","31","2664899"
"KN294172v1","4516333","4516638","JH378107","57198854","57199151","55","52682521"
"KN294172v1","4546192","4546357","JH378148","3220058","3220217","30","1326134"
"KN294172v1","4546751","4546865","JH378115","35952703","35952828","30","31405952"
"KN294172v1","4551706","4552002","JH378107","57198854","57199151","52","52647148"
"KN294172v1","4555436","4555741","JH378191","7198847","7199156","60","2643411"
"KN294172v1","4566088","4566366","JH378129","7188380","7188661","66","2622292"
"KN294172v1","4569847","4570144","JH378105","58565796","58566086","63","53995949"
"KN294172v1","4582810","4582984","JH378111","43138073","43138232","39","38555263"
"KN294172v1","4583285","4583488","JH378226","6281046","6281226","64","1697761"
"KN294172v1","4583942","4584191","JH378203","8050754","8051008","59","3466812"
"KN294172v1","4584890","4585211","JH378137","5241878","5242187","66","656988"
"KN294172v1","4639604","4639903","JH378106","10047854","10048158","62","5408250"
"KN294172v1","4657539","4657840","JH378157","7284686","7284988","52","2627147"
"KN294172v1","4681063","4681195","JH378153","1452268","1452402","23","3228795"
"KN294172v1","4682373","4682548","JH378220","1040233","1040409","38","3642140"
"KN294172v1","4785066","4785381","JH378157","7415789","7416081","73","2630723"
"KN294172v1","4814519","4814833","JH378112","13490168","13490465","97","8675649"
"KN294172v1","4832006","4832128","JH378122","9729095","9729214","23","4897089"
"KN294172v1","4854600","4854698","JH378153","3009918","3010022","23","1844682"
"KN294172v1","4854730","4854759","JH378105","5252482","5252495","30","397752"
"KN294172v1","4855544","4855715","JH378105","50037560","50037734","30","45182016"
"KN294172v1","4876274","4876558","JH378157","7503634","7503914","45","2627360"
"KN294172v1","4879419","4879703","JH378157","7503634","7503914","45","2624215"
"KN294172v1","4889481","4889794","JH378247","1727896","1728196","53","3161585"
"KN294172v1","4894962","4895075","JH378153","1382593","1382697","28","3512369"
"KN294172v1","4903889","4904184","JH378114","42606316","42606611","65","37702427"
"KN294172v1","4905131","4905414","JH378225","879233","879514","62","4025898"
"KN294172v1","4938816","4939113","JH378196","3769170","3769469","59","1169646"
"KN294172v1","4987651","4987844","JH378124","28695004","28695191","38","23707353"
"KN294172v1","5010559","5010691","JH378189","1572183","1572314","19","3438376"
"KN294172v1","5017639","5017952","JH378129","7544479","7544777","68","2526840"
"KN294172v1","5017959","5018105","JH378130","3580675","3580821","27","1437284"
"KN294172v1","5018409","5018569","JH378231","5523372","5523527","31","504963"
"KN294172v1","5033856","5034161","JH378157","7646246","7646552","48","2612390"
"KN294172v1","5035224","5035357","JH378157","7648253","7648388","8","2613029"
"KN294172v1","5046406","5046613","JH378107","30427639","30427837","51","25381233"
"KN294172v1","5046928","5047047","JH378157","7662717","7662827","23","2615789"
"KN294172v1","5067317","5067487","JH378139","2312212","2312381","27","2755105"
"KN294172v1","5067782","5067925","JH378128","11662516","11662658","25","6594734"
"KN294172v1","5111914","5112018","JH378153","15090059","15090162","21","9978145"
"KN294172v1","5145833","5146151","JH378157","7761792","7762101","55","2615959"
"KN294172v1","5147437","5147727","JH378114","42572765","42573053","51","37425328"
"KN294172v1","5165722","5166020","JH378105","71276998","71277295","52","66111276"
"KN294172v1","5171427","5171711","JH378157","7790260","7790540","50","2618833"
"KN294172v1","5175782","5176100","JH378227","2795124","2795429","72","2380658"
"KN294172v1","5180681","5180982","JH378119","6060652","6060951","60","879971"
"KN294172v1","5192578","5192881","JH378110","32888114","32888403","65","27695536"
"KN294172v1","5203657","5203925","JH378152","15228555","15228825","61","10024898"
"KN294172v1","5230101","5230397","JH378157","7845511","7845802","43","2615410"
"KN294172v1","5232536","5232817","JH378106","70019269","70019544","69","64786733"
"KN294172v1","5234712","5235024","JH378105","65858991","65859303","58","60624279"
"KN294172v1","5240500","5240819","JH378121","15442755","15443054","80","10202255"
"KN294172v1","5248035","5248191","JH378162","7272883","7273040","31","2024848"
"KN294172v1","5248491","5248626","JH378312","1009019","1009150","26","4239472"
"KN294172v1","5254528","5254792","JH378145","5720148","5720414","52","465620"
"KN294172v1","5257669","5257963","JH378124","2998233","2998516","57","2259436"
"KN294172v1","5259041","5259340","JH378157","7873264","7873560","43","2614223"
"KN294172v1","5260358","5260445","JH378175","3120943","3121034","26","2139415"
"KN294172v1","5266466","5266596","JH378142","1717524","1717661","26","3548942"
"KN294172v1","5274980","5275150","JH378120","26891450","26891616","29","21616470"
"KN294172v1","5286178","5286231","JH378116","37527684","37527740","16","32241506"
"KN294172v1","5297417","5297615","JH378106","67833226","67833419","45","62535809"
"KN294172v1","5298133","5298176","JH378140","4463547","4463590","9","834586"
"KN294172v1","5300628","5300927","JH378276","1139585","1139886","64","4161043"
"KN294172v1","5312280","5312447","JH378290","1272662","1272822","36","4039618"
"KN294172v1","5312747","5313058","JH378157","10691854","10692149","67","5379107"
"KN294172v1","5313059","5313199","JH378108","34673955","34674093","24","29360896"
"KN294172v1","5320237","5320407","JH378130","938494","938656","34","4381743"
"KN294172v1","5356672","5356729","JH378177","10492114","10492169","10","5135442"
"KN294172v1","5356973","5357005","JH378213","5808804","5808836","9","451831"
"KN294172v1","5357315","5357474","JH378170","14073","14230","27","5343242"
"KN294172v1","5384710","5384928","JH378120","9695722","9695942","53","4311012"
"KN294172v1","5392395","5392675","JH378300","611278","611567","52","4781117"
"KN294172v1","5393945","5394226","JH378261","3128926","3129208","55","2265019"
"KN294172v1","5394310","5394449","JH378105","17980204","17980339","33","12585894"
"KN294172v1","5396676","5396976","JH378157","7989181","7989490","47","2592505"
"KN294172v1","5400637","5400887","JH378142","15443950","15444197","56","10043313"
"KN294172v1","5402642","5402756","JH378206","634908","635007","30","4767734"
"KN294172v1","5403046","5403242","JH378226","5759906","5760094","45","356860"
"KN294172v1","5414697","5414986","JH378157","7997990","7998290","51","2583293"
"KN294172v1","5416043","5416342","JH378199","1479727","1480026","68","3936316"
"KN294172v1","5421587","5421896","JH378203","3298201","3298507","70","2123386"
"KN294172v1","5442242","5442518","JH378251","3639872","3640164","73","1802370"
"KN294172v1","5446611","5446866","JH378228","1645487","1645756","72","3801124"
"KN294172v1","5459508","5459807","JH378115","23273729","23274032","55","17814221"
"KN294172v1","5484319","5484602","JH378157","8064792","8065080","46","2580473"
"KN294172v1","5484603","5484760","JH378135","825479","825638","27","4659124"
"KN294172v1","5486959","5487054","JH378166","2101452","2101549","14","3385507"
"KN294172v1","5529359","5529542","JH378143","4392069","4392245","40","1137290"
"KN294172v1","5531012","5531148","JH378110","18655862","18655997","23","13124850"
"KN294172v1","5540095","5540238","JH378156","15920873","15921013","29","10380778"
"KN294172v1","5545372","5545541","JH378197","3689536","3689700","36","1855836"
"KN294172v1","5546155","5546452","JH378203","1115956","1116262","71","4430199"
"KN294172v1","5546579","5546881","JH378157","8139574","8139876","42","2592995"
"KN294172v1","5550972","5551267","JH378109","13441466","13441763","65","7890494"
"KN294172v1","5591631","5591946","JH378156","10725546","10725850","66","5133915"
"KN294172v1","5600311","5600614","JH378151","2632614","2632918","61","2967697"
"KN294172v1","5601234","5601406","JH378225","6445050","6445219","38","843816"
"KN294172v1","5601692","5601816","JH378153","6525975","6526097","20","924283"
"KN294172v1","5602102","5602405","JH378108","52597832","52598119","76","46995730"
"KN294172v1","5629819","5630125","JH378118","35000852","35001160","62","29371033"
"KN294172v1","5630443","5630725","JH378111","27070818","27071103","51","21440375"
"KN294172v1","5633730","5633888","JH378128","11662516","11662658","32","6028786"
"KN294172v1","5634459","5634600","JH378115","30739344","30739488","37","25104885"
"KN294172v1","5636142","5636321","JH378152","11729616","11729799","40","6093474"
"KN294172v1","5637716","5637975","JH378148","2355870","2356127","55","3281846"
"KN294172v1","5640382","5640705","JH378108","20669039","20669355","82","15028657"
"KN294172v1","5642769","5643063","JH378108","1854762","1855054","64","3788007"
"KN294172v1","5667379","5667683","JH378206","883572","883876","60","4783807"
"KN294172v1","5682095","5682137","JH378163","12626261","12626303","7","6944166"
"KN294172v1","5682236","5682444","JH378262","1274234","1274441","46","4408002"
"KN294172v1","5697944","5698243","JH378136","13685165","13685450","65","7987221"
"KN294172v1","5708005","5708140","JH378213","4052704","4052838","36","1655301"
"KN294172v1","5708444","5708606","JH378197","1432924","1433086","29","4275520"
"KN294172v1","5713332","5713493","JH378157","8297382","8297546","18","2584050"
"KN294172v1","5729833","5730121","JH378153","3165724","3166018","56","2564109"
"KN294172v1","5734928","5735234","JH378105","70975573","70975875","61","65240645"
"KN294172v1","5745123","5745404","JH378116","24041406","24041693","62","18296283"
"KN294172v1","5747554","5747709","JH378127","12988264","12988408","34","7240710"
"KN294172v1","5750749","5750958","JH378105","55677553","55677757","41","49926804"
"KN294172v1","5772712","5772938","JH378184","8440400","8440634","53","2667688"
"KN294172v1","5775515","5775787","JH378134","14858643","14858911","68","9083128"
"KN294172v1","5778198","5778509","JH378200","6381956","6382272","68","603758"
"KN294172v1","5784485","5784659","JH378137","5241701","5241875","39","542784"
"KN294172v1","5784960","5784972","JH378122","5413913","5413925","0","371047"
"KN294172v1","5791793","5792042","JH378157","8364196","8364444","28","2572403"
"KN294172v1","5806049","5806180","JH378148","16785626","16785757","30","10979577"
"KN294172v1","5816837","5817135","JH378157","8391551","8391856","52","2574714"
"KN294172v1","5819763","5820048","JH378112","22978592","22978878","46","17158829"
"KN294172v1","5820695","5820927","JH378124","26968735","26968979","64","21148040"
"KN294172v1","5822024","5822264","JH378116","28028293","28028534","79","22206269"
"KN294172v1","5837151","5837439","JH378114","38897491","38897781","52","33060340"
"KN294172v1","5855098","5855393","JH378157","8428744","8429033","43","2573646"
"KN294172v1","5858697","5859016","JH378110","30078189","30078514","86","24219492"
"KN294172v1","5864221","5864382","JH378108","18062336","18062500","39","12198115"
"KN294172v1","5867301","5867599","JH378115","35693560","35693859","57","29826259"
"KN294172v1","5869790","5869973","JH378112","22064327","22064487","47","16194537"
"KN294172v1","5874127","5874432","JH378105","65858991","65859303","64","59984864"
"KN294172v1","5876304","5876609","JH378119","23095339","23095639","58","17219035"
"KN294172v1","5885345","5885637","JH378157","8469619","8469906","43","2584274"
"KN294172v1","5913361","5913611","JH378126","8560347","8560594","53","2646986"
"KN294172v1","5917374","5917643","JH378198","8228898","8229156","62","2311524"
"KN294172v1","5922017","5922222","JH378162","5541357","5541562","46","380660"
"KN294172v1","5936414","5936568","JH378131","11199806","11199958","35","5263392"
"KN294172v1","5936583","5936745","JH378109","24500443","24500606","43","18563860"
"KN294172v1","5937052","5937217","JH378113","29238714","29238879","35","23301662"
"KN294172v1","5943504","5943815","JH378115","27192694","27192997","66","21249190"
"KN294172v1","5952442","5952535","JH378262","3715460","3715544","34","2236982"
"KN294172v1","5952824","5952991","JH378108","18180792","18180953","41","12227968"
"KN294172v1","5953840","5954125","JH378157","8536943","8537255","58","2583103"
"KN294172v1","5973606","5973928","JH378166","5174298","5174600","80","799308"
"KN294172v1","5975958","5976276","JH378260","621239","621547","70","5354719"
"KN294172v1","5986569","5986676","JH378186","154950","155056","29","5831619"
"KN294172v1","5986957","5987206","JH378108","33335465","33335700","88","27348508"
"KN294172v1","5991665","5991999","JH378114","40997096","40997416","77","35005431"
"KN294172v1","5992001","5992219","JH378206","424130","424341","39","5567871"
"KN294172v1","5998939","5999241","JH378157","8574411","8574711","45","2575472"
"KN294172v1","6006188","6006506","JH378245","1333126","1333425","69","4673062"
"KN294172v1","6006846","6007152","JH378110","32591893","32592190","58","26585047"
"KN294172v1","6026026","6026253","JH378261","2709256","2709470","68","3316770"
"KN294172v1","6026305","6026422","JH378199","8163667","8163774","25","2137362"
"KN294172v1","6028430","6028698","JH378157","8603934","8604202","46","2575504"
"KN294172v1","6032737","6032887","JH378153","1452698","1452847","40","4580039"
"KN294172v1","6033169","6033297","JH378173","10023130","10023258","24","3989961"
"KN294172v1","6035764","6035903","JH378188","8573550","8573688","33","2537786"
"KN294172v1","6038768","6038840","JH378108","35079807","35079874","20","29041039"
"KN294172v1","6039149","6039234","JH378106","28739341","28739425","22","22700192"
"KN294172v1","6043079","6043431","JH378161","5141419","5141748","85","901660"
"KN294172v1","6052003","6052172","JH378110","15595124","15595287","29","9543121"
"KN294172v1","6054067","6054227","JH378164","7354910","7355069","27","1300843"
"KN294172v1","6055380","6055531","JH378185","977182","977332","33","5078198"
"KN294172v1","6056249","6056549","JH378186","917332","917628","62","5138917"
"KN294172v1","6061448","6061741","JH378157","8631220","8631516","42","2569772"
"KN294172v1","6064363","6064661","JH378288","1032107","1032399","51","5032256"
"KN294172v1","6065526","6065844","JH378115","31501608","31501926","65","25436082"
"KN294172v1","6071068","6071246","JH378192","5689926","5690105","42","381142"
"KN294172v1","6081649","6081926","JH378149","4183164","4183456","66","1898485"
"KN294172v1","6085669","6085984","JH378210","6774228","6774538","58","688559"
"KN294172v1","6091193","6091333","JH378242","1998423","1998558","23","4092770"
"KN294172v1","6093535","6093777","JH378114","43565947","43566195","54","37472412"
"KN294172v1","6094116","6094267","JH378185","977182","977332","24","5116934"
"KN294172v1","6105008","6105193","JH378112","21592026","21592213","41","15487018"
"KN294172v1","6107779","6108075","JH378105","19390967","19391270","60","13283188"
"KN294172v1","6124890","6125188","JH378134","16816754","16817046","60","10691864"
"KN294172v1","6131854","6132065","JH378117","23602634","23602837","45","17470780"
"KN294172v1","6132385","6132699","JH378123","27551104","27551409","56","21418719"
"KN294172v1","6134458","6134754","JH378175","9216002","9216298","54","3081544"
"KN294172v1","6151653","6151825","JH378157","8715138","8715321","31","2563485"
"KN294172v1","6151926","6152046","JH378157","8715421","8715553","20","2563495"
"KN294172v1","6152575","6152874","JH378105","19390967","19391270","56","13238392"
"KN294172v1","6156961","6157261","JH378105","51348899","51349195","55","45191938"
"KN294172v1","6159140","6159426","JH378113","4872895","4873190","60","1286245"
"KN294172v1","6166768","6167087","JH378112","33211225","33211528","62","27044457"
"KN294172v1","6176188","6176498","JH378137","3685257","3685559","48","2490931"
"KN294172v1","6176514","6176816","JH378157","858423","858727","61","5318091"
"KN294172v1","6178554","6178855","JH378136","7768171","7768465","56","1589617"
"KN294172v1","6194403","6194521","JH378261","1469507","1469617","27","4724896"
"KN294172v1","6194553","6194617","JH378105","49676983","49677046","16","43482430"
"KN294172v1","6194960","6195245","JH378157","8758661","8758931","44","2563701"
"KN294172v1","6207463","6207663","JH378146","15226809","15227011","45","9019346"
"KN294172v1","6230051","6230328","JH378157","8786332","8786600","45","2556281"
"KN294172v1","6230570","6230719","JH378152","12457630","12457778","28","6227060"
"KN294172v1","6234920","6235214","JH378108","38141845","38142127","78","31906925"
"KN294172v1","6264296","6264450","JH378116","24737426","24737585","32","18473130"
"KN294172v1","6264726","6264938","AGCE01150070","420","636","44","6264306"
"KN294172v1","6266974","6267278","JH378157","8822288","8822589","53","2555314"
"KN294172v1","6294638","6294948","JH378293","1355432","1355739","65","4939206"
"KN294172v1","6299243","6299549","JH378106","59668752","59669061","62","53369509"
"KN294172v1","6306475","6306759","JH378157","8870766","8871026","63","2564291"
"KN294172v1","6309221","6309529","JH378171","7763052","7763363","60","1453831"
"KN294172v1","6310028","6310059","JH378201","2069942","2069974","6","4240086"
"KN294172v1","6313201","6313377","JH378140","14991262","14991442","57","8678061"
"KN294172v1","6316027","6316336","JH378157","8887529","8887828","52","2571502"
"KN294172v1","6317960","6318148","JH378288","2489484","2489672","46","3828476"
"KN294172v1","6329732","6330001","JH378107","58177724","58177994","49","51847992"
"KN294172v1","6330847","6331131","JH378199","5245230","5245510","54","1085617"
"KN294172v1","6338895","6339185","JH378157","8902899","8903184","42","2564004"
"KN294172v1","6342671","6342872","JH378113","22173785","22173988","39","15831114"
"KN294172v1","6343265","6343330","JH378157","8905609","8905675","12","2562344"
"KN294172v1","6345306","6345589","JH378224","148994","149277","54","6196312"
"KN294172v1","6357290","6357450","JH378133","21091536","21091677","46","14734246"
"KN294172v1","6358753","6359047","JH378157","8918472","8918764","37","2559719"
"KN294172v1","6362242","6362571","JH378157","1640016","1640329","69","4722226"
"KN294172v1","6369331","6369625","JH378131","15245282","15245568","57","8875951"
"KN294172v1","6374495","6374806","JH378139","5396436","5396738","61","978059"
"KN294172v1","6404866","6405156","JH378157","8974180","8974470","41","2569314"
"KN294172v1","6437021","6437284","JH378157","9015986","9016240","48","2578965"
"KN294172v1","6437836","6438120","JH378157","9016870","9017128","58","2579034"
"KN294172v1","6440591","6440865","JH378112","33462383","33462674","69","27021792"
"KN294172v1","6449437","6449517","JH378125","23999915","23999996","20","17550478"
"KN294172v1","6449718","6450062","JH378265","23265","23618","96","6426453"
"KN294172v1","6454519","6454711","JH378118","12063317","12063501","53","5608798"
"KN294172v1","6468998","6469285","JH378125","2304306","2304605","63","4164692"
"KN294172v1","6472351","6472661","JH378123","27551104","27551409","52","21078753"
"KN294172v1","6487982","6488294","JH378113","17535701","17536009","66","11047719"
"KN294172v1","6489646","6489844","JH378108","46169239","46169425","45","39679593"
"KN294172v1","6490151","6490274","JH378110","39486377","39486498","26","32996226"
"KN294172v1","6490281","6490421","JH378144","13224835","13224973","31","6734554"
"KN294172v1","6496044","6496352","JH378157","9066325","9066627","65","2570281"
"KN294172v1","6506527","6506803","JH378127","14285884","14286162","60","7779357"
"KN294172v1","6520984","6521051","JH378173","3407834","3407900","10","3113150"
"KN294172v1","6521093","6521166","JH378111","11074005","11074080","13","4552912"
"KN294172v1","6522886","6523011","JH378112","35301677","35301805","24","28778791"
"KN294172v1","6523320","6523495","JH378110","8548203","8548376","32","2024883"
"KN294172v1","6525375","6525672","JH378164","5382670","5382963","53","1142705"
"KN294172v1","6526365","6526576","JH378157","9101824","9102041","41","2575459"
"KN294172v1","6529619","6529897","JH378106","42242581","42242867","66","35712962"
"KN294172v1","6537245","6537425","JH378112","21592026","21592213","43","15054781"
"KN294172v1","6537890","6538173","JH378157","9112463","9112750","34","2574573"
"KN294172v1","6559960","6560245","JH378157","9138504","9138795","38","2578544"
"KN294172v1","6560496","6560790","JH378157","9138977","9139255","53","2578481"
"KN294172v1","6563238","6563552","JH378150","8919161","8919463","64","2355923"
"KN294172v1","6568312","6568639","JH378157","9147138","9147445","62","2578826"
"KN294172v1","6569476","6569563","JH378157","9149019","9149114","17","2579543"
"KN294172v1","6570950","6571203","JH378221","5238051","5238315","68","1332899"
"KN294172v1","6574046","6574340","JH378157","9150518","9150817","42","2576472"
"KN294172v1","6574818","6575120","JH378153","10483112","10483398","80","3908294"
"KN294172v1","6575496","6575548","JH378142","14404928","14404978","8","7829432"
"KN294172v1","6577235","6577411","JH378121","1056493","1056641","61","5520742"
"KN294172v1","6577712","6577793","JH378178","6157867","6157941","14","419845"
"KN294172v1","6582033","6582331","JH378157","9160924","9161216","42","2578891"
"KN294172v1","6583529","6583832","JH378141","16159464","16159763","53","9575935"
"KN294172v1","6585089","6585384","JH378157","9162852","9163138","60","2577763"
"KN294172v1","6591404","6591701","JH378128","11253116","11253407","54","4661712"
"KN294172v1","6596030","6596313","JH378135","21281498","21281778","64","14685468"
"KN294172v1","6602027","6602322","JH378114","42397987","42398279","70","35795960"
"KN294172v1","6603056","6603316","JH378113","2702027","2702289","54","3901029"
"KN294172v1","6610396","6610695","JH378157","9183938","9184240","46","2573542"
"KN294172v1","6658782","6659058","JH378183","7609807","7610092","61","951025"
"KN294172v1","6659266","6659576","JH378157","9232502","9232797","61","2573236"
"KN294172v1","6672903","6673167","JH378140","14801886","14802147","54","8128983"
"KN294172v1","6676909","6677218","JH378157","9249392","9249697","48","2572483"
"KN294172v1","6677414","6677688","JH378157","9249872","9250156","43","2572458"
"KN294172v1","6678351","6678640","JH378108","36813933","36814222","50","30135582"
"KN294172v1","6680462","6680767","JH378135","17916010","17916321","58","11235548"
"KN294172v1","6691274","6691564","JH378157","9268304","9268583","50","2577030"
"KN294172v1","6691810","6691922","JH378157","9268763","9268875","23","2576953"
"KN294172v1","6696778","6696851","JH378195","3969703","3969771","19","2727075"
"KN294172v1","6697301","6697586","JH378118","29850776","29851060","58","23153475"
"KN294172v1","6704950","6705218","JH378157","9282192","9282460","34","2577242"
"KN294172v1","6706967","6707102","JH378109","14488298","14488432","31","7781331"
"KN294172v1","6707397","6707560","JH378110","29636012","29636156","33","22928615"
"KN294172v1","6713830","6714120","JH378157","9292209","9292482","43","2578379"
"KN294172v1","6762079","6762204","JH378122","9729095","9729214","35","2967016"
"KN294172v1","6762518","6762562","JH378255","1035900","1035934","17","5726618"
"KN294172v1","6766798","6767098","JH378106","772657","772958","66","5994141"
"KN294172v1","6769770","6770066","JH378109","27635129","27635423","64","20865359"
"KN294172v1","6771885","6772082","JH378157","9351944","9352133","22","2580059"
"KN294172v1","6772385","6772508","JH378297","1373249","1373369","20","5399136"
"KN294172v1","6786924","6787210","JH378157","9368234","9368527","52","2581310"
"KN294172v1","6819423","6819531","JH378132","22507194","22507299","18","15687771"
"KN294172v1","6837912","6838219","JH378105","71276998","71277295","60","64439086"
"KN294172v1","6839044","6839348","JH378157","9422964","9423277","41","2583920"
"KN294172v1","6842161","6842467","JH378153","9257689","9257996","53","2415528"
"KN294172v1","6865354","6865517","JH378235","4750739","4750921","50","2114615"
"KN294172v1","6891303","6891599","JH378157","9475295","9475586","53","2583992"
"KN294172v1","6897919","6898197","JH378261","3128926","3129208","65","3768993"
"KN294172v1","6912708","6913033","JH378114","35939617","35939924","82","29026909"
"KN294172v1","6920842","6921143","JH378130","1210434","1210727","67","5710408"
"KN294172v1","6929768","6930048","JH378185","1005859","1006145","53","5923909"
"KN294172v1","6930754","6931060","JH378113","37151645","37151951","57","30220891"
"KN294172v1","6933339","6933631","JH378279","2030457","2030751","53","4902882"
"KN294172v1","6937671","6937930","JH378137","20972679","20972931","58","14035008"
"KN294172v1","6945468","6945774","JH378157","9530748","9531033","52","2585280"
"KN294172v1","6983147","6983382","JH378157","9568607","9568853","35","2585460"
"KN294172v1","6984547","6984840","JH378157","9570656","9570942","36","2586109"
"KN294172v1","6992694","6992922","JH378157","9578682","9578908","22","2585988"
"KN294172v1","7002934","7003216","JH378157","9592974","9593250","43","2590040"
"KN294172v1","7031676","7031972","JH378279","105042","105337","62","6926634"
"KN294172v1","7032818","7033089","JH378123","13512335","13512617","65","6479517"
